Icfes_nuevo;Icfes_Matematicas;Tiempo_empleado_en_la_verificación_de_conocimientos;Dominio_Inicial;Categoria_temas_inicial;avance_precalculo_aleks;Dominio_Final;Categoria_temas_final;Tiempo_Total_Tiempo;Tiempo_total_Aprendidos_hora;programa_en_matricula;division_en_matricula;Mat_Curso_Asignatura_Relacionada;avance_cuartiles;cumplimiento_temas;nota_primer_parcial;nota_final
355;67;0,433333333;4;1 Repaso de álgebra y geometría;31;35;3 Temas Parcial 1 Cálculo I;10,51666667;2,757746256;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,2;3,3
395;81;0,533333333;24;2 Ecuaciones y desigualdades;5;29;2 Ecuaciones y desigualdades;4,533333333;1,101186835;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;5;5
368;72;1,083333333;6;1 Repaso de álgebra y geometría;46;52;3 Temas Parcial 1 Cálculo I;17,1;2,456060557;Geología;División de Ciencias Básicas;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,04;3,2
325;71;0,566666667;0;0 No dominó temas;72;72;4 Temas Parcial 2 Cálculo I;52,55;1,541332121;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,4;4,8
325;66;0,25;0;0 No dominó temas;1;1;1 Repaso de Álgebra y Geometría;1,8;0,557966522;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,7;3,4
283;55;0,283333333;0;0 No dominó temas;34;34;3 Temas Parcial 1 Cálculo I;22,73333333;1,055512119;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,7;3,9
342;64;0,333333333;1;1 Repaso de álgebra y geometría;29;30;2 Ecuaciones y desigualdades;20,53333333;1,314774987;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,3;3,9
310;76;0,466666667;0;0 No dominó temas;24;24;2 Ecuaciones y desigualdades;21,96666667;1,092246817;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3;3,3
242;52;0,233333333;0;0 No dominó temas;26;26;2 Ecuaciones y desigualdades;32,95;0,75868057;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;2,8;3
302;59;0,716666667;4;1 Repaso de álgebra y geometría;21;25;2 Ecuaciones y desigualdades;14,46666667;1,450944265;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,9;3,2
350;74;0,933333333;10;1 Repaso de álgebra y geometría;2;12;2 Ecuaciones y desigualdades;3,566666667;0,560354891;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;5;4
344;67;0,283333333;1;1 Repaso de álgebra y geometría;39;40;3 Temas Parcial 1 Cálculo I;43,1;0,951196407;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,5;1,5
358;72;0,783333333;7;1 Repaso de álgebra y geometría;33;40;3 Temas Parcial 1 Cálculo I;15,88333333;1,951902055;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,9;4,1
348;74;1,15;7;1 Repaso de álgebra y geometría;61;68;4 Temas Parcial 2 Cálculo I;40,01666667;1,724173833;Ingeniería Industrial;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,7;3,8
320;60;0,933333333;1;1 Repaso de álgebra y geometría;23;24;2 Ecuaciones y desigualdades;10,01666667;2,295027441;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,6;3,3
390;81;1,1;19;2 Ecuaciones y desigualdades;31;50;3 Temas Parcial 1 Cálculo I;7,866666667;3,939982348;Ciencia de Datos;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,8;4,3
308;55;1,383333333;12;2 Ecuaciones y desigualdades;58;70;4 Temas Parcial 2 Cálculo I;39,35;1,42340714;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,7;4
355;71;1,25;17;2 Ecuaciones y desigualdades;36;53;3 Temas Parcial 1 Cálculo I;18,5;1,296868902;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,4;4,3
406;73;1,583333333;39;1 Repaso de álgebra y geometría;45;84;1 Repaso de Álgebra y Geometría;15,06666667;2,78776481;Ciencia de Datos;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];No alcanzo meta;4,6;3,1
315;57;0,966666667;8;1 Repaso de álgebra y geometría;37;45;3 Temas Parcial 1 Cálculo I;15,95;2,258115101;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,3;3,6
389;71;0,483333333;6;1 Repaso de álgebra y geometría;27;33;3 Temas Parcial 1 Cálculo I;9,483333333;2,741892961;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,2;4,6
360;73;0,316666667;4;1 Repaso de álgebra y geometría;11;15;2 Ecuaciones y desigualdades;5,366666667;2,047358081;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,8;3,2
332;67;1,3;9;1 Repaso de álgebra y geometría;21;30;2 Ecuaciones y desigualdades;11,43333333;1,836243958;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,8;3,5
322;65;0,666666667;1;1 Repaso de álgebra y geometría;32;33;3 Temas Parcial 1 Cálculo I;33,05;1,088993269;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,1;3,6
381;69;0,75;9;1 Repaso de álgebra y geometría;34;43;3 Temas Parcial 1 Cálculo I;31,15;1,091784854;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,4;3,3
311;66;0,35;1;1 Repaso de álgebra y geometría;32;33;3 Temas Parcial 1 Cálculo I;24,86666667;1,286834521;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;2,4;3
391;74;1,883333333;37;3 Temas Parcial 1 Cálculo I;9;46;3 Temas Parcial 1 Cálculo I;9,033333333;0,996309963;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;3,7;3,9
323;64;0,916666667;2;1 Repaso de álgebra y geometría;18;20;2 Ecuaciones y desigualdades;8,016666667;2,246723528;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,4;3,2
416;77;0,883333333;24;2 Ecuaciones y desigualdades;55;79;4 Temas Parcial 2 Cálculo I;46,45;1,248863582;Ingeniería Electrónica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,59;4,2
320;67;0,766666667;20;2 Ecuaciones y desigualdades;10;30;2 Ecuaciones y desigualdades;14,3;0,699029126;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3;3,3
389;76;2,383333333;47;3 Temas Parcial 1 Cálculo I;32;79;4 Temas Parcial 2 Cálculo I;21,15;1,844165397;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,58;4,3
328;69;0,783333333;0;0 No dominó temas;22;22;2 Ecuaciones y desigualdades;22,46666667;0,979482803;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,5;1,6
373;68;0,383333333;2;1 Repaso de álgebra y geometría;43;45;3 Temas Parcial 1 Cálculo I;16,1;3,167975153;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,9;3,9
367;78;0,35;2;1 Repaso de álgebra y geometría;24;26;2 Ecuaciones y desigualdades;24,23333333;1,196973171;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,7;3,6
352;71;1,7;7;1 Repaso de álgebra y geometría;0;7;1 Repaso de Álgebra y Geometría;1,816666667;0;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2;1,5
331;64;0,2;0;0 No dominó temas;28;28;2 Ecuaciones y desigualdades;12,75;2,354172116;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,7;3,1
409;82;1,016666667;8;1 Repaso de álgebra y geometría;15;23;2 Ecuaciones y desigualdades;27,48333333;1,018686016;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3;2,8
332;70;0,433333333;2;1 Geometría;28;30;3 Plano de coordenadas, distancia y punto medio;11,33333333;2,469135802;Arquitectura;Escuela Arquitectura Urb y Dis;MAT1011;2 Avance entre [ 23 - 29 temas];No alcanzo meta;3,6;3,5
347;60;;0;0 No dominó temas;0;0;0 No dominó temas;0,033333333;0;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,5;3,7
277;57;0,216666667;0;0 No dominó temas;9;9;1 Repaso de Álgebra y Geometría;10,33333333;0,87131908;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1;1,5
415;79;0,266666667;4;1 Repaso de álgebra y geometría;25;29;2 Ecuaciones y desigualdades;15,11666667;1,65386453;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,6;4
308;58;0,15;0;0 No dominó temas;36;36;3 Temas Parcial 1 Cálculo I;15,41666667;1,686425714;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;1,9;1,5
371;78;0,366666667;0;0 No dominó temas;30;30;2 Ecuaciones y desigualdades;23,38333333;1,19777556;Ciencia de Datos;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,6;3
346;68;0,283333333;1;1 Repaso de álgebra y geometría;43;44;3 Temas Parcial 1 Cálculo I;22,1;1,94548128;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,8;3
319;69;0,333333333;1;1 Repaso de álgebra y geometría;9;10;1 Repaso de Álgebra y Geometría;4,95;1,820224719;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,7;3,3
303;62;0,516666667;0;0 No dominó temas;59;59;4 Temas Parcial 2 Cálculo I;26,7;1,835416038;Negocios Internacionales;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;3,5;3
338;67;0,416666667;1;1 Repaso de álgebra y geometría;22;23;2 Ecuaciones y desigualdades;12,11666667;1,651262528;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,4;3,6
372;77;1,383333333;9;1 Repaso de álgebra y geometría;30;39;3 Temas Parcial 1 Cálculo I;20,36666667;1,375114252;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,5;4,7
415;100;0,566666667;5;1 Repaso de álgebra y geometría;74;79;4 Temas Parcial 2 Cálculo I;32,16666667;2,518656716;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,8;4,6
389;81;0,85;5;1 Repaso de álgebra y geometría;29;34;3 Temas Parcial 1 Cálculo I;30,08333333;0,997441747;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,9;4,4
262;56;0,233333333;0;0 No dominó temas;0;0;0 No dominó temas;2,283333333;0;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,3;3
422;77;0,45;12;2 Ecuaciones y desigualdades;37;49;3 Temas Parcial 1 Cálculo I;19,01666667;1,893352812;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;5;4,6
444;77;0,633333333;7;1 Repaso de álgebra y geometría;36;43;3 Temas Parcial 1 Cálculo I;17,8;2,078749005;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,4;3,4
379;74;1,116666667;22;2 Ecuaciones y desigualdades;57;79;4 Temas Parcial 2 Cálculo I;23,78333333;2,648171501;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,9
316;60;1,116666667;51;3 Temas Parcial 1 Cálculo I;11;62;4 Temas Parcial 2 Cálculo I;9,85;1,11649938;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;Cumplimiento meta;4,4;4,2
321;63;0,183333333;1;1 Repaso de álgebra y geometría;12;13;2 Ecuaciones y desigualdades;4,633333333;2,5879111;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;0,7;1,5
384;71;0,35;1;1 Repaso de álgebra y geometría;12;13;2 Ecuaciones y desigualdades;10,1;1,188739991;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,5;3,1
357;70;0,183333333;1;1 Repaso de álgebra y geometría;17;18;2 Ecuaciones y desigualdades;24,08333333;0,705809086;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,8;3,3
370;74;2,7;26;2 Ecuaciones y desigualdades;44;70;4 Temas Parcial 2 Cálculo I;38,81666667;1,185278498;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4;3,9
304;52;0,6;1;1 Repaso de álgebra y geometría;25;26;2 Ecuaciones y desigualdades;15,18333333;1,975706132;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,2;3
350;69;1,166666667;8;1 Repaso de álgebra y geometría;35;43;3 Temas Parcial 1 Cálculo I;22,78333333;1,492482716;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;2,92;3,4
328;68;0,45;0;0 No dominó temas;25;25;2 Ecuaciones y desigualdades;26,96666667;0,963885199;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,8;1,5
321;64;0,75;12;2 Ecuaciones y desigualdades;2;14;2 Ecuaciones y desigualdades;1,733333333;1,152184349;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,3;3,1
390;73;0,55;6;1 Repaso de álgebra y geometría;9;15;2 Ecuaciones y desigualdades;3,883333333;2,320750663;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,5;3,7
369;69;1,833333333;35;1 Repaso de álgebra y geometría;106;141;5 Funciones trigonométricas;33,86666667;2,922605087;Ciencia de Datos;División de Ciencias Básicas;MAT4190;3 Avance superior a 80 temas;Cumplimiento meta;4,5;4,4
377;83;1,666666667;42;1 Repaso de álgebra y geometría;26;68;1 Repaso de Álgebra y Geometría;6,033333333;4,314159292;Matemáticas;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];No alcanzo meta;3,4;3,4
345;71;0,766666667;6;1 Repaso de álgebra y geometría;9;15;2 Ecuaciones y desigualdades;6,816666667;1,320831635;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,4;3,6
319;65;0,366666667;1;1 Repaso de álgebra y geometría;59;60;4 Temas Parcial 2 Cálculo I;30,43333333;2,136361976;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,5;3,8
269;49;0,5;1;1 Repaso de álgebra y geometría;21;22;2 Ecuaciones y desigualdades;13,01666667;1,612834407;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,1;3,4
384;81;0,8;9;1 Repaso de álgebra y geometría;52;61;4 Temas Parcial 2 Cálculo I;25,91666667;2,044753086;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;3,5
268;58;0,816666667;2;1 Repaso de álgebra y geometría;2;4;1 Repaso de Álgebra y Geometría;2,583333333;0,775360758;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2;1,5
367;89;1,15;25;2 Ecuaciones y desigualdades;14;39;3 Temas Parcial 1 Cálculo I;11,16666667;1,253668972;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;Cumplimiento meta;3,9;3,8
341;69;0,866666667;13;2 Ecuaciones y desigualdades;31;44;3 Temas Parcial 1 Cálculo I;17,1;2,105947351;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,7;4,2
316;57;0,35;0;0 No dominó temas;29;29;2 Ecuaciones y desigualdades;25,1;0,916050803;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,5;3
340;74;0,55;0;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;21,38333333;0,935247126;Geología;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,64;3,7
373;73;1,35;13;2 Ecuaciones y desigualdades;66;79;4 Temas Parcial 2 Cálculo I;34,06666667;2,28964685;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,5;4,2
244;49;1,033333333;0;0 No dominó temas;13;13;2 Ecuaciones y desigualdades;12,81666667;1,014040562;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,2;3,6
282;48;1,416666667;24;2 Ecuaciones y desigualdades;9;33;3 Temas Parcial 1 Cálculo I;15,95;0,564125779;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;Cumplimiento meta;4,3;4
354;67;0,133333333;0;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;4,583333333;0,436337192;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,6;3,3
351;67;0,183333333;0;0 No dominó temas;4;4;1 Repaso de Álgebra y Geometría;5,583333333;0,715741339;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,8;1,5
368;70;0,283333333;1;1 Repaso de álgebra y geometría;78;79;4 Temas Parcial 2 Cálculo I;40,96666667;2,196654847;Negocios Internacionales;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;5;4
347;74;0,35;5;1 Repaso de álgebra y geometría;57;62;4 Temas Parcial 2 Cálculo I;27,13333333;2,137986115;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,3;1,5
337;74;0,483333333;0;0 No dominó temas;14;14;2 Ecuaciones y desigualdades;27,46666667;0,509863429;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1;1,5
319;68;0,1;0;0 No dominó temas;8;8;1 Repaso de Álgebra y Geometría;9,866666667;0,810582606;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1,7;3
295;59;0,216666667;0;0 No dominó temas;13;13;2 Ecuaciones y desigualdades;17,58333333;0,739301455;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,8;2,5
303;60;0,183333333;1;1 Repaso de álgebra y geometría;6;7;1 Repaso de Álgebra y Geometría;4,366666667;1,374308074;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;5;4,1
323;70;0,366666667;1;1 Repaso de álgebra y geometría;24;25;2 Ecuaciones y desigualdades;14,26666667;1,611521993;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,9;3,6
355;74;0,45;1;1 Repaso de álgebra y geometría;31;32;3 Temas Parcial 1 Cálculo I;35,8;0,977494356;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,7;3,2
307;62;0,55;2;1 Repaso de álgebra y geometría;25;27;2 Ecuaciones y desigualdades;28,33333333;0,882525985;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,1;3,7
428;80;1,833333333;57;4 Temas Parcial 2 Cálculo I;18;75;4 Temas Parcial 2 Cálculo I;9,383333333;2,130303568;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;5;4,6
320;64;0,266666667;0;0 No dominó temas;27;27;2 Ecuaciones y desigualdades;21;1,238111615;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;5;4,4
383;82;0,233333333;3;1 Repaso de álgebra y geometría;18;21;2 Ecuaciones y desigualdades;7,133333333;2,522185894;Economía;Div Humanidades, Artes y Cs. S;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,4;4
320;65;1,166666667;15;2 Ecuaciones y desigualdades;10;25;2 Ecuaciones y desigualdades;18,21666667;0,548713572;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,8;1,5
339;66;0,216666667;0;0 No dominó temas;21;21;2 Ecuaciones y desigualdades;12,16666667;1,725082147;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,6;4,4
